"","scenario","type","method1","method2","distance","pValue"
"203","364","IMPACT","pooling","weighted",NA,2.78061351721703e-14
"204","364","OCCURRENCE","pooling","weighted",NA,2.18669637952473e-14
"205","366","IMPACT","classic","weighted",NA,0.0261263295498438
"206","366","OCCURRENCE","classic","weighted",NA,0.00290653929999998
"207","366","IMPACT","area","weighted",NA,0.530396066048077
"208","366","OCCURRENCE","area","weighted",NA,0.510072048064725
"209","366","IMPACT","center","weighted",NA,0.685451924828296
"210","366","OCCURRENCE","center","weighted",NA,0.694688719576449
"211","366","IMPACT","centertogrid","weighted",NA,0.0438678206747454
"212","366","OCCURRENCE","centertogrid","weighted",NA,0.110737731630435
"213","366","IMPACT","reachedgrid","weighted",NA,0.0375255473774493
"214","366","OCCURRENCE","reachedgrid","weighted",NA,0.0484893174983628
"215","366","IMPACT","pooling","weighted",NA,1.55953028269096e-15
"216","366","OCCURRENCE","pooling","weighted",NA,6.03417316114019e-16
