"","scenario","type","method1","method2","distance","pValue"
"226","307","OCCURRENCE","reachedgrid","weighted",NA,0.0141397628293463
"227","307","IMPACT","pooling","weighted",NA,1.6645573808205e-16
"228","307","OCCURRENCE","pooling","weighted",NA,3.85136367242467e-16
"229","308","IMPACT","classic","weighted",NA,0.00561330113027779
"230","308","OCCURRENCE","classic","weighted",NA,0.047784263605091
"231","308","IMPACT","area","weighted",NA,0.509558507502523
"232","308","OCCURRENCE","area","weighted",NA,0.538094599931671
"233","308","IMPACT","center","weighted",NA,0.618450955032782
"234","308","OCCURRENCE","center","weighted",NA,0.679996479881389
"235","308","IMPACT","centertogrid","weighted",NA,0.123423527400191
"236","308","OCCURRENCE","centertogrid","weighted",NA,0.0386097396716749
"237","308","IMPACT","reachedgrid","weighted",NA,0.0540062424273407
"238","308","OCCURRENCE","reachedgrid","weighted",NA,0.0571791849452278
"239","308","IMPACT","pooling","weighted",NA,6.08768591092712e-16
"240","308","OCCURRENCE","pooling","weighted",NA,2.81941137103558e-15
"241","310","IMPACT","classic","weighted",NA,0.0309147531797646
"242","310","OCCURRENCE","classic","weighted",NA,0.00170920940881025
"243","310","IMPACT","area","weighted",NA,0.448294987517937
"244","310","OCCURRENCE","area","weighted",NA,0.490143701353922
"245","310","IMPACT","center","weighted",NA,0.698857393789746
"246","310","OCCURRENCE","center","weighted",NA,0.586080497908342
"247","310","IMPACT","centertogrid","weighted",NA,0.0442506386036772
"248","310","OCCURRENCE","centertogrid","weighted",NA,0.000573168806691364
"249","310","IMPACT","reachedgrid","weighted",NA,0.0344663889499296
"250","310","OCCURRENCE","reachedgrid","weighted",NA,0.00187223612213633
"251","310","IMPACT","pooling","weighted",NA,1.77490244723799e-15
"252","310","OCCURRENCE","pooling","weighted",NA,2.46004328019467e-15
"253","311","IMPACT","classic","weighted",NA,0.00496582796939978
"254","311","OCCURRENCE","classic","weighted",NA,0.0702841608659357
"255","311","IMPACT","area","weighted",NA,0.283756123012495
"256","311","OCCURRENCE","area","weighted",NA,0.521789863615672
"257","311","IMPACT","center","weighted",NA,0.454106893148985
"258","311","OCCURRENCE","center","weighted",NA,0.652598044415578
"259","311","IMPACT","centertogrid","weighted",NA,0.000631080409979418
"260","311","OCCURRENCE","centertogrid","weighted",NA,0.0538080755313403
"261","311","IMPACT","reachedgrid","weighted",NA,0.00497448885351827
"262","311","OCCURRENCE","reachedgrid","weighted",NA,0.018116601845138
"263","311","IMPACT","pooling","weighted",NA,3.25296456438195e-15
"264","311","OCCURRENCE","pooling","weighted",NA,1.39203093496576e-15
"265","312","IMPACT","classic","weighted",NA,0.00686160123195359
"266","312","OCCURRENCE","classic","weighted",NA,0.00793695195883904
"267","312","IMPACT","area","weighted",NA,0.504001674074062
"268","312","OCCURRENCE","area","weighted",NA,0.530032828929872
"269","312","IMPACT","center","weighted",NA,0.618730777126095
"270","312","OCCURRENCE","center","weighted",NA,0.678830009711442
"271","312","IMPACT","centertogrid","weighted",NA,0.131013755212336
"272","312","OCCURRENCE","centertogrid","weighted",NA,0.126530855847493
"273","312","IMPACT","reachedgrid","weighted",NA,0.0518160472612984
"274","312","OCCURRENCE","reachedgrid","weighted",NA,0.0531684979152218
"275","312","IMPACT","pooling","weighted",NA,8.73667804768274e-16
"276","312","OCCURRENCE","pooling","weighted",NA,3.73089448224562e-14
"277","313","IMPACT","classic","weighted",NA,0.00519969727374547
"278","313","OCCURRENCE","classic","weighted",NA,0.00505315155810471
"279","313","IMPACT","area","weighted",NA,0.411521591840606
"280","313","OCCURRENCE","area","weighted",NA,0.537638490064097
"281","313","IMPACT","center","weighted",NA,0.613057751663098
"282","313","OCCURRENCE","center","weighted",NA,0.689350490585584
"283","313","IMPACT","centertogrid","weighted",NA,0.0394011951327
"284","313","OCCURRENCE","centertogrid","weighted",NA,0.115149482599124
"285","313","IMPACT","reachedgrid","weighted",NA,0.0325668270454667
"286","313","OCCURRENCE","reachedgrid","weighted",NA,0.0779544790137229
"287","313","IMPACT","pooling","weighted",NA,1.27932109350581e-15
"288","313","OCCURRENCE","pooling","weighted",NA,7.68496377645533e-16
"289","314","IMPACT","classic","weighted",NA,0.00755418146510453
"290","314","OCCURRENCE","classic","weighted",NA,0.00567679028072314
"291","314","IMPACT","area","weighted",NA,0.521969467664315
"292","314","OCCURRENCE","area","weighted",NA,0.544134442472168
"293","314","IMPACT","center","weighted",NA,0.634188342687516
"294","314","OCCURRENCE","center","weighted",NA,0.701239935179991
"295","314","IMPACT","centertogrid","weighted",NA,0.0753980124091775
"296","314","OCCURRENCE","centertogrid","weighted",NA,0.0519223547030752
"297","314","IMPACT","reachedgrid","weighted",NA,0.0324663753784071
"298","314","OCCURRENCE","reachedgrid","weighted",NA,0.0420471687810994
"299","314","IMPACT","pooling","weighted",NA,3.52137763393046e-14
"300","314","OCCURRENCE","pooling","weighted",NA,3.73579722712236e-14
"301","315","IMPACT","classic","weighted",NA,0.0150866979412152
"302","315","OCCURRENCE","classic","weighted",NA,0.0351535636142604
"303","315","IMPACT","area","weighted",NA,0.516741204147908
"304","315","OCCURRENCE","area","weighted",NA,0.526350978809664
"305","315","IMPACT","center","weighted",NA,0.473567182147563
"306","315","OCCURRENCE","center","weighted",NA,0.632587667963438
"307","315","IMPACT","centertogrid","weighted",NA,0.0342503953662552
"308","315","OCCURRENCE","centertogrid","weighted",NA,0.0118357696663187
"309","315","IMPACT","reachedgrid","weighted",NA,0.0145382142164058
"310","315","OCCURRENCE","reachedgrid","weighted",NA,0.0239591439360644
"311","315","IMPACT","pooling","weighted",NA,1.01144648212426e-15
"312","315","OCCURRENCE","pooling","weighted",NA,2.24975593710042e-15
"313","316","IMPACT","classic","weighted",NA,0.00902192370011168
"314","316","OCCURRENCE","classic","weighted",NA,0.0063171588252207
"315","316","IMPACT","area","weighted",NA,0.299780581543862
"316","316","OCCURRENCE","area","weighted",NA,0.543851967952467
"317","316","IMPACT","center","weighted",NA,0.675884369930459
"318","316","OCCURRENCE","center","weighted",NA,0.618096024514102
"319","316","IMPACT","centertogrid","weighted",NA,0.0211377620533196
"320","316","OCCURRENCE","centertogrid","weighted",NA,0.127338780224853
"321","316","IMPACT","reachedgrid","weighted",NA,0.00852865475087857
"322","316","OCCURRENCE","reachedgrid","weighted",NA,0.0526037589326263
"323","316","IMPACT","pooling","weighted",NA,3.29077431970859e-14
"324","316","OCCURRENCE","pooling","weighted",NA,8.54205595146595e-17
"325","318","IMPACT","classic","weighted",NA,0.000239036578371739
"326","318","OCCURRENCE","classic","weighted",NA,0.00119261534854351
"327","318","IMPACT","area","weighted",NA,0.308339816917791
"328","318","OCCURRENCE","area","weighted",NA,0.538001511232053
"329","318","IMPACT","center","weighted",NA,0.624690843006007
"330","318","OCCURRENCE","center","weighted",NA,0.718004524938763
"331","318","IMPACT","centertogrid","weighted",NA,0.0326375454823756
"332","318","OCCURRENCE","centertogrid","weighted",NA,0.14962860961173
"333","318","IMPACT","reachedgrid","weighted",NA,0.0108221967250072
"334","318","OCCURRENCE","reachedgrid","weighted",NA,0.0816553901583124
"335","318","IMPACT","pooling","weighted",NA,7.21742776654821e-14
"336","318","OCCURRENCE","pooling","weighted",NA,3.25603988216017e-15
"337","320","IMPACT","classic","weighted",NA,0.0192157359913494
"338","320","OCCURRENCE","classic","weighted",NA,0.0175130090339799
"339","320","IMPACT","area","weighted",NA,0.345818529786017
"340","320","OCCURRENCE","area","weighted",NA,0.542774230696894
"341","320","IMPACT","center","weighted",NA,0.562035846817445
"342","320","OCCURRENCE","center","weighted",NA,0.670382395498643
"343","320","IMPACT","centertogrid","weighted",NA,0.013068595985201
"344","320","OCCURRENCE","centertogrid","weighted",NA,0.150055906812774
"345","320","IMPACT","reachedgrid","weighted",NA,0.0123672385358181
"346","320","OCCURRENCE","reachedgrid","weighted",NA,0.0571971251547135
"347","320","IMPACT","pooling","weighted",NA,6.16473538883611e-16
"348","320","OCCURRENCE","pooling","weighted",NA,3.3030245205623e-16
"349","321","IMPACT","classic","weighted",NA,0.004489355120813
"350","321","OCCURRENCE","classic","weighted",NA,0.00895945035924271
"351","321","IMPACT","area","weighted",NA,0.505500809778601
"352","321","OCCURRENCE","area","weighted",NA,0.523120646962323
"353","321","IMPACT","center","weighted",NA,0.625477690938342
"354","321","OCCURRENCE","center","weighted",NA,0.585717968485509
"355","321","IMPACT","centertogrid","weighted",NA,0.0373191546214095
"356","321","OCCURRENCE","centertogrid","weighted",NA,0.0304607853850897
"357","321","IMPACT","reachedgrid","weighted",NA,0.0252405301921973
"358","321","OCCURRENCE","reachedgrid","weighted",NA,0.0314764294063042
"359","321","IMPACT","pooling","weighted",NA,4.06263911401084e-16
"360","321","OCCURRENCE","pooling","weighted",NA,5.50670620214078e-18
"361","324","IMPACT","classic","weighted",NA,0.000352870653654156
"362","324","OCCURRENCE","classic","weighted",NA,0.0662675646437897
"363","324","IMPACT","area","weighted",NA,0.350251366348006
"364","324","OCCURRENCE","area","weighted",NA,0.524270269106637
"365","324","IMPACT","center","weighted",NA,0.668002614953744
"366","324","OCCURRENCE","center","weighted",NA,0.739243729348201
