"","scenario","type","method1","method2","distance"
"1810","324","OCCURRENCE","classic","center",0.2778
"1811","324","IMPACT","classic","centertogrid",0.1911
"1812","324","OCCURRENCE","classic","centertogrid",0.1111
"1813","324","IMPACT","classic","reachedgrid",0.2671
"1814","324","OCCURRENCE","classic","reachedgrid",0.1397
"1815","324","IMPACT","classic","weighted",0.3712
"1816","324","OCCURRENCE","classic","weighted",0.2439
"1817","324","IMPACT","classic","pooling",0.7963
"1818","324","OCCURRENCE","classic","pooling",0.6852
"1819","324","IMPACT","area","center",0.1556
"1820","324","OCCURRENCE","area","center",0.076
"1821","324","IMPACT","area","centertogrid",0.2455
"1822","324","OCCURRENCE","area","centertogrid",0.189
"1823","324","IMPACT","area","reachedgrid",0.1695
"1824","324","OCCURRENCE","area","reachedgrid",0.2176
"1825","324","IMPACT","area","weighted",0.0759
"1826","324","OCCURRENCE","area","weighted",0.0247
"1827","324","IMPACT","area","pooling",0.6678
"1828","324","OCCURRENCE","area","pooling",0.6052
"1829","324","IMPACT","center","centertogrid",0.2173
"1830","324","OCCURRENCE","center","centertogrid",0.1667
"1831","324","IMPACT","center","reachedgrid",0.2671
"1832","324","OCCURRENCE","center","reachedgrid",0.1953
"1833","324","IMPACT","center","weighted",0.081
"1834","324","OCCURRENCE","center","weighted",0.0541
"1835","324","IMPACT","center","pooling",0.6111
"1836","324","OCCURRENCE","center","pooling",0.6481
"1837","324","IMPACT","centertogrid","reachedgrid",0.1063
"1838","324","OCCURRENCE","centertogrid","reachedgrid",0.0286
"1839","324","IMPACT","centertogrid","weighted",0.2301
"1840","324","OCCURRENCE","centertogrid","weighted",0.1743
"1841","324","IMPACT","centertogrid","pooling",0.7358
"1842","324","OCCURRENCE","centertogrid","pooling",0.6852
"1843","324","IMPACT","reachedgrid","weighted",0.2215
"1844","324","OCCURRENCE","reachedgrid","weighted",0.2029
"1845","324","IMPACT","reachedgrid","pooling",0.7273
"1846","324","OCCURRENCE","reachedgrid","pooling",0.6818
"1847","324","IMPACT","weighted","pooling",0.6172
"1848","324","OCCURRENCE","weighted","pooling",0.6285
"1849","325","IMPACT","classic","area",0.2917
"1850","325","OCCURRENCE","classic","area",0.4624
"1851","325","IMPACT","classic","center",0.3239
"1852","325","OCCURRENCE","classic","center",0.4085
"1853","325","IMPACT","classic","centertogrid",0.0986
"1854","325","OCCURRENCE","classic","centertogrid",0.2817
"1855","325","IMPACT","classic","reachedgrid",0.1582
"1856","325","OCCURRENCE","classic","reachedgrid",0.2937
"1857","325","IMPACT","classic","weighted",0.2728
"1858","325","OCCURRENCE","classic","weighted",0.4388
"1859","325","IMPACT","classic","pooling",0.5775
"1860","325","OCCURRENCE","classic","pooling",0.7042
"1861","325","IMPACT","area","center",0.1636
"1862","325","OCCURRENCE","area","center",0.109
"1863","325","IMPACT","area","centertogrid",0.3547
"1864","325","OCCURRENCE","area","centertogrid",0.2427
"1865","325","IMPACT","area","reachedgrid",0.2458
"1866","325","OCCURRENCE","area","reachedgrid",0.1716
"1867","325","IMPACT","area","weighted",0.0902
"1868","325","OCCURRENCE","area","weighted",0.0313
"1869","325","IMPACT","area","pooling",0.5015
"1870","325","OCCURRENCE","area","pooling",0.6794
"1871","325","IMPACT","center","centertogrid",0.338
"1872","325","OCCURRENCE","center","centertogrid",0.2113
"1873","325","IMPACT","center","reachedgrid",0.3343
"1874","325","OCCURRENCE","center","reachedgrid",0.2092
"1875","325","IMPACT","center","weighted",0.0871
"1876","325","OCCURRENCE","center","weighted",0.0868
"1877","325","IMPACT","center","pooling",0.6197
"1878","325","OCCURRENCE","center","pooling",0.6338
"1879","325","IMPACT","centertogrid","reachedgrid",0.109
"1880","325","OCCURRENCE","centertogrid","reachedgrid",0.1087
"1881","325","IMPACT","centertogrid","weighted",0.3246
"1882","325","OCCURRENCE","centertogrid","weighted",0.2174
"1883","325","IMPACT","centertogrid","pooling",0.5211
"1884","325","OCCURRENCE","centertogrid","pooling",0.7183
"1885","325","IMPACT","reachedgrid","weighted",0.2832
"1886","325","OCCURRENCE","reachedgrid","weighted",0.1697
"1887","325","IMPACT","reachedgrid","pooling",0.5878
"1888","325","OCCURRENCE","reachedgrid","pooling",0.7463
"1889","325","IMPACT","weighted","pooling",0.5825
"1890","325","OCCURRENCE","weighted","pooling",0.6549
"1891","326","IMPACT","classic","area",0.3173
"1892","326","OCCURRENCE","classic","area",0.3078
"1893","326","IMPACT","classic","center",0.2609
"1894","326","OCCURRENCE","classic","center",0.2899
"1895","326","IMPACT","classic","centertogrid",0.1042
"1896","326","OCCURRENCE","classic","centertogrid",0.1014
"1897","326","IMPACT","classic","reachedgrid",0.1699
"1898","326","OCCURRENCE","classic","reachedgrid",0.1485
"1899","326","IMPACT","classic","weighted",0.2779
"1900","326","OCCURRENCE","classic","weighted",0.2806
"1901","326","IMPACT","classic","pooling",0.5362
"1902","326","OCCURRENCE","classic","pooling",0.8261
"1903","326","IMPACT","area","center",0.1168
"1904","326","OCCURRENCE","area","center",0.0933
"1905","326","IMPACT","area","centertogrid",0.2432
"1906","326","OCCURRENCE","area","centertogrid",0.2209
"1907","326","IMPACT","area","reachedgrid",0.1879
"1908","326","OCCURRENCE","area","reachedgrid",0.1593
"1909","326","IMPACT","area","weighted",0.0431
"1910","326","OCCURRENCE","area","weighted",0.0313
"1911","326","IMPACT","area","pooling",0.6424
"1912","326","OCCURRENCE","area","pooling",0.6891
"1913","326","IMPACT","center","centertogrid",0.2244
"1914","326","OCCURRENCE","center","centertogrid",0.2029
"1915","326","IMPACT","center","reachedgrid",0.2325
"1916","326","OCCURRENCE","center","reachedgrid",0.2043
"1917","326","IMPACT","center","weighted",0.0749
"1918","326","OCCURRENCE","center","weighted",0.0717
"1919","326","IMPACT","center","pooling",0.5942
"1920","326","OCCURRENCE","center","pooling",0.6377
"1921","326","IMPACT","centertogrid","reachedgrid",0.0957
"1922","326","OCCURRENCE","centertogrid","reachedgrid",0.0616
"1923","326","IMPACT","centertogrid","weighted",0.2037
"1924","326","OCCURRENCE","centertogrid","weighted",0.1937
"1925","326","IMPACT","centertogrid","pooling",0.5147
"1926","326","OCCURRENCE","centertogrid","pooling",0.7246
"1927","326","IMPACT","reachedgrid","weighted",0.1675
"1928","326","OCCURRENCE","reachedgrid","weighted",0.1793
"1929","326","IMPACT","reachedgrid","pooling",0.5067
"1930","326","OCCURRENCE","reachedgrid","pooling",0.784
"1931","326","IMPACT","weighted","pooling",0.6165
"1932","326","OCCURRENCE","weighted","pooling",0.6642
"1933","327","IMPACT","classic","area",0.3113
"1934","327","OCCURRENCE","classic","area",0.4585
"1935","327","IMPACT","classic","center",0.3492
"1936","327","OCCURRENCE","classic","center",0.5079
"1937","327","IMPACT","classic","centertogrid",0.1111
"1938","327","OCCURRENCE","classic","centertogrid",0.172
"1939","327","IMPACT","classic","reachedgrid",0.1875
"1940","327","OCCURRENCE","classic","reachedgrid",0.2637
"1941","327","IMPACT","classic","weighted",0.3158
"1942","327","OCCURRENCE","classic","weighted",0.4651
"1943","327","IMPACT","classic","pooling",0.619
"1944","327","OCCURRENCE","classic","pooling",0.8413
"1945","327","IMPACT","area","center",0.1039
"1946","327","OCCURRENCE","area","center",0.0861
"1947","327","IMPACT","area","centertogrid",0.2636
"1948","327","OCCURRENCE","area","centertogrid",0.3108
"1949","327","IMPACT","area","reachedgrid",0.1841
"1950","327","OCCURRENCE","area","reachedgrid",0.1949
"1951","327","IMPACT","area","weighted",0.0131
"1952","327","OCCURRENCE","area","weighted",0.0226
"1953","327","IMPACT","area","pooling",0.5319
"1954","327","OCCURRENCE","area","pooling",0.5839
"1955","327","IMPACT","center","centertogrid",0.254
"1956","327","OCCURRENCE","center","centertogrid",0.3602
"1957","327","IMPACT","center","reachedgrid",0.2302
"1958","327","OCCURRENCE","center","reachedgrid",0.2443
"1959","327","IMPACT","center","weighted",0.0998
"1960","327","OCCURRENCE","center","weighted",0.0693
"1961","327","IMPACT","center","pooling",0.5556
"1962","327","OCCURRENCE","center","pooling",0.6508
"1963","327","IMPACT","centertogrid","reachedgrid",0.1399
"1964","327","OCCURRENCE","centertogrid","reachedgrid",0.116
"1965","327","IMPACT","centertogrid","weighted",0.2682
"1966","327","OCCURRENCE","centertogrid","weighted",0.3174
"1967","327","IMPACT","centertogrid","pooling",0.5079
"1968","327","OCCURRENCE","centertogrid","pooling",0.6935
"1969","327","IMPACT","reachedgrid","weighted",0.1792
"1970","327","OCCURRENCE","reachedgrid","weighted",0.2065
"1971","327","IMPACT","reachedgrid","pooling",0.5
"1972","327","OCCURRENCE","reachedgrid","pooling",0.5776
"1973","327","IMPACT","weighted","pooling",0.5431
"1974","327","OCCURRENCE","weighted","pooling",0.5873
"1975","328","IMPACT","classic","area",0.3106
"1976","328","OCCURRENCE","classic","area",0.332
"1977","328","IMPACT","classic","center",0.3333
"1978","328","OCCURRENCE","classic","center",0.3333
"1979","328","IMPACT","classic","centertogrid",0.1746
"1980","328","OCCURRENCE","classic","centertogrid",0.1905
"1981","328","IMPACT","classic","reachedgrid",0.1806
"1982","328","OCCURRENCE","classic","reachedgrid",0.155
"1983","328","IMPACT","classic","weighted",0.3425
"1984","328","OCCURRENCE","classic","weighted",0.3283
"1985","328","IMPACT","classic","pooling",0.5079
"1986","328","OCCURRENCE","classic","pooling",0.5873
"1987","328","IMPACT","area","center",0.1282
"1988","328","OCCURRENCE","area","center",0.0658
"1989","328","IMPACT","area","centertogrid",0.2591
"1990","328","OCCURRENCE","area","centertogrid",0.2368
"1991","328","IMPACT","area","reachedgrid",0.1884
"1992","328","OCCURRENCE","area","reachedgrid",0.195
"1993","328","IMPACT","area","weighted",0.0465
"1994","328","OCCURRENCE","area","weighted",0.0141
"1995","328","IMPACT","area","pooling",0.6116
"1996","328","OCCURRENCE","area","pooling",0.5441
"1997","328","IMPACT","center","centertogrid",0.2063
"1998","328","OCCURRENCE","center","centertogrid",0.2381
"1999","328","IMPACT","center","reachedgrid",0.2123
"2000","328","OCCURRENCE","center","reachedgrid",0.2185
"2001","328","IMPACT","center","weighted",0.0819
"2002","328","OCCURRENCE","center","weighted",0.0661
"2003","328","IMPACT","center","pooling",0.5556
"2004","328","OCCURRENCE","center","pooling",0.5397
"2005","328","IMPACT","centertogrid","reachedgrid",0.1311
"2006","328","OCCURRENCE","centertogrid","reachedgrid",0.0887
"2007","328","IMPACT","centertogrid","weighted",0.2167
"2008","328","OCCURRENCE","centertogrid","weighted",0.2371
"2009","328","IMPACT","centertogrid","pooling",0.5873
"2010","328","OCCURRENCE","centertogrid","pooling",0.7778
"2011","328","IMPACT","reachedgrid","weighted",0.1662
"2012","328","OCCURRENCE","reachedgrid","weighted",0.2091
"2013","328","IMPACT","reachedgrid","pooling",0.5503
"2014","328","OCCURRENCE","reachedgrid","pooling",0.6891
"2015","328","IMPACT","weighted","pooling",0.5787
"2016","328","OCCURRENCE","weighted","pooling",0.5407
"2017","329","IMPACT","classic","area",0.2684
"2018","329","OCCURRENCE","classic","area",0.3292
"2019","329","IMPACT","classic","center",0.2698
"2020","329","OCCURRENCE","classic","center",0.381
"2021","329","IMPACT","classic","centertogrid",0.0952
"2022","329","OCCURRENCE","classic","centertogrid",0.1587
"2023","329","IMPACT","classic","reachedgrid",0.1509
"2024","329","OCCURRENCE","classic","reachedgrid",0.1551
"2025","329","IMPACT","classic","weighted",0.245
"2026","329","OCCURRENCE","classic","weighted",0.3381
"2027","329","IMPACT","classic","pooling",0.6032
"2028","329","OCCURRENCE","classic","pooling",0.746
"2029","329","IMPACT","area","center",0.097
"2030","329","OCCURRENCE","area","center",0.106
"2031","329","IMPACT","area","centertogrid",0.2116
"2032","329","OCCURRENCE","area","centertogrid",0.1743
"2033","329","IMPACT","area","reachedgrid",0.1854
"2034","329","OCCURRENCE","area","reachedgrid",0.1741
"2035","329","IMPACT","area","weighted",0.0271
"2036","329","OCCURRENCE","area","weighted",0.0125
"2037","329","IMPACT","area","pooling",0.5586
"2038","329","OCCURRENCE","area","pooling",0.5098
"2039","329","IMPACT","center","centertogrid",0.2381
"2040","329","OCCURRENCE","center","centertogrid",0.2222
"2041","329","IMPACT","center","reachedgrid",0.2289
"2042","329","OCCURRENCE","center","reachedgrid",0.2258
"2043","329","IMPACT","center","weighted",0.079
"2044","329","OCCURRENCE","center","weighted",0.0937
"2045","329","IMPACT","center","pooling",0.5238
"2046","329","OCCURRENCE","center","pooling",0.5079
"2047","329","IMPACT","centertogrid","reachedgrid",0.0557
"2048","329","OCCURRENCE","centertogrid","reachedgrid",0.0382
"2049","329","IMPACT","centertogrid","weighted",0.1886
"2050","329","OCCURRENCE","centertogrid","weighted",0.1794
"2051","329","IMPACT","centertogrid","pooling",0.5556
"2052","329","OCCURRENCE","centertogrid","pooling",0.5873
"2053","329","IMPACT","reachedgrid","weighted",0.1784
"2054","329","OCCURRENCE","reachedgrid","weighted",0.183
"2055","329","IMPACT","reachedgrid","pooling",0.5294
"2056","329","OCCURRENCE","reachedgrid","pooling",0.5909
"2057","329","IMPACT","weighted","pooling",0.5315
"2058","329","OCCURRENCE","weighted","pooling",0.5054
"2059","330","IMPACT","classic","area",0.2815
"2060","330","OCCURRENCE","classic","area",0.4131
"2061","330","IMPACT","classic","center",0.2656
"2062","330","OCCURRENCE","classic","center",0.4375
"2063","330","IMPACT","classic","centertogrid",0.0625
"2064","330","OCCURRENCE","classic","centertogrid",0.2344
"2065","330","IMPACT","classic","reachedgrid",0.144
"2066","330","OCCURRENCE","classic","reachedgrid",0.2666
"2067","330","IMPACT","classic","weighted",0.2423
"2068","330","OCCURRENCE","classic","weighted",0.4189
"2069","330","IMPACT","classic","pooling",0.5312
"2070","330","OCCURRENCE","classic","pooling",0.7188
"2071","330","IMPACT","area","center",0.1543
"2072","330","OCCURRENCE","area","center",0.0649
"2073","330","IMPACT","area","centertogrid",0.344
"2074","330","OCCURRENCE","area","centertogrid",0.1787
"2075","330","IMPACT","area","reachedgrid",0.2128
"2076","330","OCCURRENCE","area","reachedgrid",0.1777
"2077","330","IMPACT","area","weighted",0.0804
"2078","330","OCCURRENCE","area","weighted",0.0127
"2079","330","IMPACT","area","pooling",0.6769
"2080","330","OCCURRENCE","area","pooling",0.5504
"2081","330","IMPACT","center","centertogrid",0.3281
"2082","330","OCCURRENCE","center","centertogrid",0.2031
"2083","330","IMPACT","center","reachedgrid",0.3344
"2084","330","OCCURRENCE","center","reachedgrid",0.2027
"2085","330","IMPACT","center","weighted",0.088
"2086","330","OCCURRENCE","center","weighted",0.0524
"2087","330","IMPACT","center","pooling",0.5781
"2088","330","OCCURRENCE","center","pooling",0.5469
"2089","330","IMPACT","centertogrid","reachedgrid",0.1313
"2090","330","OCCURRENCE","centertogrid","reachedgrid",0.0322
"2091","330","IMPACT","centertogrid","weighted",0.3048
"2092","330","OCCURRENCE","centertogrid","weighted",0.1882
"2093","330","IMPACT","centertogrid","pooling",0.5312
"2094","330","OCCURRENCE","centertogrid","pooling",0.5156
"2095","330","IMPACT","reachedgrid","weighted",0.2704
"2096","330","OCCURRENCE","reachedgrid","weighted",0.1878
"2097","330","IMPACT","reachedgrid","pooling",0.6
"2098","330","OCCURRENCE","reachedgrid","pooling",0.5478
"2099","330","IMPACT","weighted","pooling",0.6171
"2100","330","OCCURRENCE","weighted","pooling",0.5554
"2101","331","IMPACT","classic","area",0.3056
"2102","331","OCCURRENCE","classic","area",0.4178
"2103","331","IMPACT","classic","center",0.2576
"2104","331","OCCURRENCE","classic","center",0.4242
"2105","331","IMPACT","classic","centertogrid",0.1004
"2106","331","OCCURRENCE","classic","centertogrid",0.2273
"2107","331","IMPACT","classic","reachedgrid",0.1396
"2108","331","OCCURRENCE","classic","reachedgrid",0.2136
"2109","331","IMPACT","classic","weighted",0.2599
"2110","331","OCCURRENCE","classic","weighted",0.4203
"2111","331","IMPACT","classic","pooling",0.7879
"2112","331","OCCURRENCE","classic","pooling",0.6818
"2113","331","IMPACT","area","center",0.1041
"2114","331","OCCURRENCE","area","center",0.0664
"2115","331","IMPACT","area","centertogrid",0.2336
"2116","331","OCCURRENCE","area","centertogrid",0.2152
"2117","331","IMPACT","area","reachedgrid",0.1954
"2118","331","OCCURRENCE","area","reachedgrid",0.2042
"2119","331","IMPACT","area","weighted",0.0462
"2120","331","OCCURRENCE","area","weighted",0.0063
"2121","331","IMPACT","area","pooling",0.5026
"2122","331","OCCURRENCE","area","pooling",0.5808
"2123","331","IMPACT","center","centertogrid",0.2983
"2124","331","OCCURRENCE","center","centertogrid",0.2121
"2125","331","IMPACT","center","reachedgrid",0.2475
"2126","331","OCCURRENCE","center","reachedgrid",0.2107
"2127","331","IMPACT","center","weighted",0.0761
"2128","331","OCCURRENCE","center","weighted",0.0662
"2129","331","IMPACT","center","pooling",0.5606
"2130","331","OCCURRENCE","center","pooling",0.5909
"2131","331","IMPACT","centertogrid","reachedgrid",0.061
"2132","331","OCCURRENCE","centertogrid","reachedgrid",0.0137
"2133","331","IMPACT","centertogrid","weighted",0.2222
"2134","331","OCCURRENCE","centertogrid","weighted",0.22
"2135","331","IMPACT","centertogrid","pooling",0.6875
"2136","331","OCCURRENCE","centertogrid","pooling",0.5455
"2137","331","IMPACT","reachedgrid","weighted",0.2409
"2138","331","OCCURRENCE","reachedgrid","weighted",0.2068
"2139","331","IMPACT","reachedgrid","pooling",0.6483
"2140","331","OCCURRENCE","reachedgrid","pooling",0.5317
"2141","331","IMPACT","weighted","pooling",0.5485
"2142","331","OCCURRENCE","weighted","pooling",0.578
"2143","332","IMPACT","classic","area",0.312
"2144","332","OCCURRENCE","classic","area",0.3605
"2145","332","IMPACT","classic","center",0.2656
"2146","332","OCCURRENCE","classic","center",0.3281
"2147","332","IMPACT","classic","centertogrid",0.1094
"2148","332","OCCURRENCE","classic","centertogrid",0.2093
"2149","332","IMPACT","classic","reachedgrid",0.1115
"2150","332","OCCURRENCE","classic","reachedgrid",0.2411
"2151","332","IMPACT","classic","weighted",0.2707
"2152","332","OCCURRENCE","classic","weighted",0.3559
"2153","332","IMPACT","classic","pooling",0.6875
"2154","332","OCCURRENCE","classic","pooling",0.8125
"2155","332","IMPACT","area","center",0.1304
"2156","332","OCCURRENCE","area","center",0.0712
"2157","332","IMPACT","area","centertogrid",0.3031
"2158","332","OCCURRENCE","area","centertogrid",0.2179
"2159","332","IMPACT","area","reachedgrid",0.2005
"2160","332","OCCURRENCE","area","reachedgrid",0.1898
"2161","332","IMPACT","area","weighted",0.0427
"2162","332","OCCURRENCE","area","weighted",0.0079
"2163","332","IMPACT","area","pooling",0.6653
"2164","332","OCCURRENCE","area","pooling",0.5401
"2165","332","IMPACT","center","centertogrid",0.3125
"2166","332","OCCURRENCE","center","centertogrid",0.255
"2167","332","IMPACT","center","reachedgrid",0.2699
"2168","332","OCCURRENCE","center","reachedgrid",0.2098
"2169","332","IMPACT","center","weighted",0.0896
"2170","332","OCCURRENCE","center","weighted",0.0718
"2171","332","IMPACT","center","pooling",0.5469
"2172","332","OCCURRENCE","center","pooling",0.5312
"2173","332","IMPACT","centertogrid","reachedgrid",0.1136
"2174","332","OCCURRENCE","centertogrid","reachedgrid",0.0585
"2175","332","IMPACT","centertogrid","weighted",0.2887
"2176","332","OCCURRENCE","centertogrid","weighted",0.2165
"2177","332","IMPACT","centertogrid","pooling",0.5781
"2178","332","OCCURRENCE","centertogrid","pooling",0.6032
"2179","332","IMPACT","reachedgrid","weighted",0.1837
"2180","332","OCCURRENCE","reachedgrid","weighted",0.1945
"2181","332","IMPACT","reachedgrid","pooling",0.6917
"2182","332","OCCURRENCE","reachedgrid","pooling",0.5714
"2183","332","IMPACT","weighted","pooling",0.6251
"2184","332","OCCURRENCE","weighted","pooling",0.5423
"2185","333","IMPACT","classic","area",0.3158
"2186","333","OCCURRENCE","classic","area",0.4568
"2187","333","IMPACT","classic","center",0.3692
"2188","333","OCCURRENCE","classic","center",0.5385
"2189","333","IMPACT","classic","centertogrid",0.1274
"2190","333","OCCURRENCE","classic","centertogrid",0.2462
"2191","333","IMPACT","classic","reachedgrid",0.1123
"2192","333","OCCURRENCE","classic","reachedgrid",0.2551
"2193","333","IMPACT","classic","weighted",0.3586
"2194","333","OCCURRENCE","classic","weighted",0.4818
"2195","333","IMPACT","classic","pooling",0.6769
"2196","333","OCCURRENCE","classic","pooling",0.7385
"2197","333","IMPACT","area","center",0.0749
"2198","333","OCCURRENCE","area","center",0.1137
"2199","333","IMPACT","area","centertogrid",0.214
"2200","333","OCCURRENCE","area","centertogrid",0.2106
"2201","333","IMPACT","area","reachedgrid",0.2034
"2202","333","OCCURRENCE","area","reachedgrid",0.2022
"2203","333","IMPACT","area","weighted",0.0434
"2204","333","OCCURRENCE","area","weighted",0.0306
"2205","333","IMPACT","area","pooling",0.5417
"2206","333","OCCURRENCE","area","pooling",0.5546
"2207","333","IMPACT","center","centertogrid",0.2418
"2208","333","OCCURRENCE","center","centertogrid",0.2923
"2209","333","IMPACT","center","reachedgrid",0.2569
"2210","333","OCCURRENCE","center","reachedgrid",0.2833
"2211","333","IMPACT","center","weighted",0.0897
"2212","333","OCCURRENCE","center","weighted",0.0882
"2213","333","IMPACT","center","pooling",0.5846
"2214","333","OCCURRENCE","center","pooling",0.5538
"2215","333","IMPACT","centertogrid","reachedgrid",0.0688
"2216","333","OCCURRENCE","centertogrid","reachedgrid",0.0577
"2217","333","IMPACT","centertogrid","weighted",0.2312
"2218","333","OCCURRENCE","centertogrid","weighted",0.2356
"2219","333","IMPACT","centertogrid","pooling",0.6875
"2220","333","OCCURRENCE","centertogrid","pooling",0.5077
"2221","333","IMPACT","reachedgrid","weighted",0.2463
"2222","333","OCCURRENCE","reachedgrid","weighted",0.2266
"2223","333","IMPACT","reachedgrid","pooling",0.6187
"2224","333","OCCURRENCE","reachedgrid","pooling",0.5167
"2225","333","IMPACT","weighted","pooling",0.5838
"2226","333","OCCURRENCE","weighted","pooling",0.5469
"2227","334","IMPACT","classic","area",0.2809
"2228","334","OCCURRENCE","classic","area",0.3482
"2229","334","IMPACT","classic","center",0.3134
"2230","334","OCCURRENCE","classic","center",0.4478
"2231","334","IMPACT","classic","centertogrid",0.1398
"2232","334","OCCURRENCE","classic","centertogrid",0.1493
"2233","334","IMPACT","classic","reachedgrid",0.1499
"2234","334","OCCURRENCE","classic","reachedgrid",0.2059
"2235","334","IMPACT","classic","weighted",0.3064
"2236","334","OCCURRENCE","classic","weighted",0.36
"2237","334","IMPACT","classic","pooling",0.5672
"2238","334","OCCURRENCE","classic","pooling",0.6567
"2239","334","IMPACT","area","center",0.1043
"2240","334","OCCURRENCE","area","center",0.1128
"2241","334","IMPACT","area","centertogrid",0.2183
"2242","334","OCCURRENCE","area","centertogrid",0.1989
"2243","334","IMPACT","area","reachedgrid",0.1939
"2244","334","OCCURRENCE","area","reachedgrid",0.1996
"2245","334","IMPACT","area","weighted",0.0276
"2246","334","OCCURRENCE","area","weighted",0.0147
"2247","334","IMPACT","area","pooling",0.5412
"2248","334","OCCURRENCE","area","pooling",0.5879
"2249","334","IMPACT","center","centertogrid",0.2232
"2250","334","OCCURRENCE","center","centertogrid",0.2985
"2251","334","IMPACT","center","reachedgrid",0.2228
"2252","334","OCCURRENCE","center","reachedgrid",0.2419
"2253","334","IMPACT","center","weighted",0.0787
"2254","334","OCCURRENCE","center","weighted",0.0981
"2255","334","IMPACT","center","pooling",0.5522
"2256","334","OCCURRENCE","center","pooling",0.5672
"2257","334","IMPACT","centertogrid","reachedgrid",0.1004
"2258","334","OCCURRENCE","centertogrid","reachedgrid",0.0566
"2259","334","IMPACT","centertogrid","weighted",0.1932
"2260","334","OCCURRENCE","centertogrid","weighted",0.2108
"2261","334","IMPACT","centertogrid","pooling",0.5231
"2262","334","OCCURRENCE","centertogrid","pooling",0.5075
"2263","334","IMPACT","reachedgrid","weighted",0.1711
"2264","334","OCCURRENCE","reachedgrid","weighted",0.1977
"2265","334","IMPACT","reachedgrid","pooling",0.5235
"2266","334","OCCURRENCE","reachedgrid","pooling",0.5492
"2267","334","IMPACT","weighted","pooling",0.5138
"2268","334","OCCURRENCE","weighted","pooling",0.5853
"2269","335","IMPACT","classic","area",0.3149
"2270","335","OCCURRENCE","classic","area",0.3449
"2271","335","IMPACT","classic","center",0.4203
"2272","335","OCCURRENCE","classic","center",0.2899
"2273","335","IMPACT","classic","centertogrid",0.2174
"2274","335","OCCURRENCE","classic","centertogrid",0.2029
"2275","335","IMPACT","classic","reachedgrid",0.1723
"2276","335","OCCURRENCE","classic","reachedgrid",0.2245
"2277","335","IMPACT","classic","weighted",0.3545
"2278","335","OCCURRENCE","classic","weighted",0.3216
"2279","335","IMPACT","classic","pooling",0.9275
"2280","335","OCCURRENCE","classic","pooling",0.7971
"2281","335","IMPACT","area","center",0.1456
"2282","335","OCCURRENCE","area","center",0.1315
"2283","335","IMPACT","area","centertogrid",0.2246
"2284","335","OCCURRENCE","area","centertogrid",0.3164
"2285","335","IMPACT","area","reachedgrid",0.2097
"2286","335","OCCURRENCE","area","reachedgrid",0.1929
"2287","335","IMPACT","area","weighted",0.0477
"2288","335","OCCURRENCE","area","weighted",0.0237
"2289","335","IMPACT","area","pooling",0.6498
"2290","335","OCCURRENCE","area","pooling",0.5478
"2291","335","IMPACT","center","centertogrid",0.2464
"2292","335","OCCURRENCE","center","centertogrid",0.3333
"2293","335","IMPACT","center","reachedgrid",0.248
"2294","335","OCCURRENCE","center","reachedgrid",0.225
"2295","335","IMPACT","center","weighted",0.098
"2296","335","OCCURRENCE","center","weighted",0.1127
"2297","335","IMPACT","center","pooling",0.5507
"2298","335","OCCURRENCE","center","pooling",0.5072
"2299","335","IMPACT","centertogrid","reachedgrid",0.0889
"2300","335","OCCURRENCE","centertogrid","reachedgrid",0.1235
"2301","335","IMPACT","centertogrid","weighted",0.1973
"2302","335","OCCURRENCE","centertogrid","weighted",0.3103
"2303","335","IMPACT","centertogrid","pooling",0.7101
"2304","335","OCCURRENCE","centertogrid","pooling",0.5942
"2305","335","IMPACT","reachedgrid","weighted",0.1822
"2306","335","OCCURRENCE","reachedgrid","weighted",0.1909
"2307","335","IMPACT","reachedgrid","pooling",0.7552
"2308","335","OCCURRENCE","reachedgrid","pooling",0.5726
"2309","335","IMPACT","weighted","pooling",0.6129
"2310","335","OCCURRENCE","weighted","pooling",0.5244
"2311","336","IMPACT","classic","area",0.412
"2312","336","OCCURRENCE","classic","area",0.3568
"2313","336","IMPACT","classic","center",0.4776
"2314","336","OCCURRENCE","classic","center",0.3284
"2315","336","IMPACT","classic","centertogrid",0.2537
"2316","336","OCCURRENCE","classic","centertogrid",0.2239
"2317","336","IMPACT","classic","reachedgrid",0.2367
"2318","336","OCCURRENCE","classic","reachedgrid",0.1979
"2319","336","IMPACT","classic","weighted",0.463
"2320","336","OCCURRENCE","classic","weighted",0.3503
"2321","336","IMPACT","classic","pooling",0.6567
"2322","336","OCCURRENCE","classic","pooling",0.8209
"2323","336","IMPACT","area","center",0.1499
"2324","336","OCCURRENCE","area","center",0.0822
"2325","336","IMPACT","area","centertogrid",0.2554
"2326","336","OCCURRENCE","area","centertogrid",0.1915
"2327","336","IMPACT","area","reachedgrid",0.2205
"2328","336","OCCURRENCE","area","reachedgrid",0.1886
"2329","336","IMPACT","area","weighted",0.0688
"2330","336","OCCURRENCE","area","weighted",0.0078
"2331","336","IMPACT","area","pooling",0.5648
"2332","336","OCCURRENCE","area","pooling",0.5439
"2333","336","IMPACT","center","centertogrid",0.2388
"2334","336","OCCURRENCE","center","centertogrid",0.2239
"2335","336","IMPACT","center","reachedgrid",0.2738
"2336","336","OCCURRENCE","center","reachedgrid",0.219
"2337","336","IMPACT","center","weighted",0.0812
"2338","336","OCCURRENCE","center","weighted",0.0745
