""	"ACC2SURV_ACCID"	"ANS2SURV_ID"	"IMPACT"	"OCCURRENCE"	"X1PCT"	"Y1PCT"	"X2PCT"	"Y2PCT"	"QUES2SURV_QUESID"	"QUES2SURV_METHOD"	"X1Pixel"	"X2Pixel"	"Y1Pixel"	"Y2Pixel"	"ClassicGrid"	"getlowx"	"gethighx"	"getlowy"	"gethighy"	"hitOcc"	"hitImp"
"12460"	921	15648170	NA	NA	"56,25"	"6,5"	"90,5"	"33,5"	293	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12461"	921	15648353	4	4	""	""	""	""	294	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12462"	921	15648354	5	1	"64"	"3"	"97,5"	"26,5"	294	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12463"	921	15648537	4	4	""	""	""	""	295	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12464"	921	15648538	4	3	"41,75"	"35,25"	"84"	"55,25"	295	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12465"	921	15648721	4	3	""	""	""	""	296	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12466"	921	15648722	3	3	"31"	"33,5"	"69,75"	"58,75"	296	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12467"	921	15648905	5	3	""	""	""	""	320	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12468"	921	15648906	3	1	"39"	"6,75"	"64,25"	"30,25"	320	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12469"	921	15649089	4	4	""	""	""	""	321	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12470"	921	15649090	3	3	"30,75"	"36,25"	"72,5"	"61,5"	321	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12471"	921	15649273	3	3	""	""	""	""	299	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12472"	921	15649274	3	3	"35,75"	"38"	"61,75"	"56,75"	299	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12473"	921	15649457	4	3	""	""	""	""	300	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12474"	921	15649458	4	4	"60,75"	"60,25"	"93,5"	"82,5"	300	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12475"	921	15649641	4	5	""	""	""	""	301	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12476"	921	15649642	3	3	"39,25"	"43,75"	"57,5"	"54,75"	301	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12477"	921	15649825	3	4	""	""	""	""	302	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12478"	921	15649826	3	4	"30,25"	"66,5"	"53,5"	"82,25"	302	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12479"	921	15650009	4	5	""	""	""	""	303	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12480"	921	15650010	4	1	"65,25"	"6,75"	"91,25"	"24,25"	303	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12481"	921	15650193	4	5	""	""	""	""	304	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12482"	921	15650194	5	1	"66,25"	"2"	"96,75"	"29"	304	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12483"	921	15650377	4	2	""	""	""	""	305	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12484"	921	15650378	4	3	"49,25"	"35,25"	"97,5"	"53"	305	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12485"	921	15650561	3	3	""	""	""	""	306	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12486"	921	15650562	4	3	"56"	"40,5"	"99"	"54,25"	306	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12487"	921	15650745	3	4	""	""	""	""	307	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12488"	921	15650746	4	3	"47,5"	"45,5"	"84,25"	"69,5"	307	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12489"	921	15650929	4	3	""	""	""	""	308	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12490"	921	15650930	3	2	"34,25"	"10,25"	"68"	"36,5"	308	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12491"	921	15651113	4	4	""	""	""	""	309	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12492"	921	15651114	4	2	"34,75"	"9,25"	"92,75"	"57,75"	309	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12493"	921	15651297	5	2	""	""	""	""	310	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12494"	921	15651298	4	5	"51"	"72,25"	"93"	"92,75"	310	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12495"	921	15651481	5	2	""	""	""	""	311	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12496"	921	15651482	5	5	"63,75"	"77,25"	"100"	"96,25"	311	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12497"	921	15651665	5	4	""	""	""	""	312	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12498"	921	15651666	5	1	"63,25"	"0"	"100"	"25,5"	312	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12499"	921	15651849	4	4	""	""	""	""	313	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12500"	921	15651850	4	3	"45"	"41"	"96"	"64,75"	313	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12501"	921	15652033	3	2	""	""	""	""	314	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12502"	921	15652034	4	5	"47,5"	"68,75"	"76,5"	"92"	314	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12503"	921	15652217	3	2	""	""	""	""	315	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12504"	921	15652218	3	5	"20,5"	"74"	"78"	"90,75"	315	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12505"	921	15652401	5	2	""	""	""	""	316	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12506"	921	15652402	4	4	"56"	"71,75"	"90"	"87,75"	316	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12507"	921	15652585	4	4	""	""	""	""	317	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12508"	921	15652586	4	2	"47"	"6,75"	"93,75"	"45,75"	317	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12509"	921	15652769	4	3	""	""	""	""	318	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12510"	921	15652770	4	3	"43,5"	"40,5"	"86,75"	"58,5"	318	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12511"	921	15652953	5	5	""	""	""	""	319	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12512"	921	15652954	4	2	"46,75"	"14,25"	"89,25"	"44"	319	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12513"	921	15653137	5	5	""	""	""	""	322	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12514"	921	15653138	4	2	"46,5"	"28,25"	"97"	"48"	322	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12515"	921	15653321	5	5	""	""	""	""	323	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12516"	921	15653322	4	1	"59,5"	"0,75"	"99,25"	"31,25"	323	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12517"	921	15653505	4	2	""	""	""	""	324	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12518"	921	15653506	4	4	"57,75"	"52"	"99"	"72,25"	324	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12519"	921	15653689	4	4	""	""	""	""	340	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12520"	921	15653690	4	2	"53,25"	"21,25"	"84,25"	"55,75"	340	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12521"	921	15653873	4	2	""	""	""	""	341	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12522"	921	15653874	4	5	"59,25"	"74,5"	"100"	"90,25"	341	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12523"	921	15654057	4	2	""	""	""	""	342	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12524"	921	15654058	4	3	"54,25"	"44,25"	"82,5"	"62"	342	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12525"	921	15654241	3	4	""	""	""	""	343	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12526"	921	15654242	4	3	"54,25"	"37,75"	"78,75"	"65"	343	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12527"	921	15654425	4	5	""	""	""	""	325	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12528"	921	15654426	5	2	"66,25"	"15,5"	"96,5"	"46,5"	325	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12529"	921	15654609	3	4	""	""	""	""	326	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12530"	921	15654610	3	1	"35,25"	"1,5"	"67"	"28,75"	326	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12531"	921	15654793	4	2	""	""	""	""	327	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12532"	921	15654794	4	4	"53,5"	"54,5"	"93,75"	"76,75"	327	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12533"	921	15654977	4	2	""	""	""	""	328	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12534"	921	15654978	4	3	"48,75"	"41,5"	"83,5"	"65"	328	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12535"	921	15655161	4	2	""	""	""	""	329	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12536"	921	15655162	4	3	"46,75"	"41,25"	"77,5"	"61,75"	329	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12537"	921	15655345	4	3	""	""	""	""	330	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12538"	921	15655346	5	5	"69,5"	"73"	"99"	"90"	330	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12539"	921	15655529	4	4	""	""	""	""	331	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12540"	921	15655530	4	4	"62,25"	"55,25"	"94"	"81,25"	331	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12541"	921	15655713	5	5	""	""	""	""	332	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12542"	921	15655714	5	1	"74,25"	"6"	"94,75"	"25,75"	332	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12543"	921	15655897	5	2	""	""	""	""	333	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12544"	921	15655898	4	4	"55,25"	"64"	"93"	"90,25"	333	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12545"	921	15656081	4	1	""	""	""	""	334	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12546"	921	15656082	4	3	"49"	"42,25"	"87,5"	"68,5"	334	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12547"	921	15656265	4	4	""	""	""	""	335	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12548"	921	15656266	3	1	"41,5"	"4,75"	"70,25"	"30,5"	335	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12549"	921	15656449	4	4	""	""	""	""	336	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12550"	921	15656450	3	2	"38,75"	"8,5"	"72,75"	"32,25"	336	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12551"	921	15656633	3	3	""	""	""	""	337	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12552"	921	15656634	4	4	"52,75"	"61"	"81"	"83"	337	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12553"	921	15656817	3	3	""	""	""	""	338	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12554"	921	15656818	4	4	"55,25"	"55"	"81"	"78"	338	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12555"	921	15657001	4	3	""	""	""	""	339	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12556"	921	15657002	4	3	"59"	"38"	"84"	"57,5"	339	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12557"	822	16233121	3	4	""	""	""	""	344	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12558"	822	16233122	2	4	"0,5"	"42,75"	"75,5"	"98,25"	344	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12559"	822	16233307	4	4	""	""	""	""	345	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12560"	822	16233308	3	4	"0,25"	"51"	"99,5"	"98,75"	345	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12561"	822	16233493	4	4	""	""	""	""	346	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12562"	822	16233494	3	5	"0,5"	"79"	"99,25"	"99,75"	346	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12563"	822	16233679	4	4	""	""	""	""	347	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12564"	822	16233680	5	4	"68"	"34,75"	"99,5"	"97,5"	347	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12565"	822	16233865	3	3	""	""	""	""	348	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12566"	822	16233866	2	4	"0,25"	"31,75"	"69"	"99"	348	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12567"	822	16234051	3	4	""	""	""	""	349	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12568"	822	16234052	3	4	"8"	"33,25"	"76,5"	"99,75"	349	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12569"	822	16234237	3	4	""	""	""	""	350	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12570"	822	16234238	3	3	"0,75"	"21,5"	"96"	"98"	350	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12571"	822	16234423	2	4	""	""	""	""	351	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12572"	822	16234424	2	4	"0,25"	"22,5"	"61"	"98"	351	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12573"	822	16234609	4	4	""	""	""	""	352	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12574"	822	16234610	2	4	"0"	"46,75"	"79,5"	"98,5"	352	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12575"	822	16234795	2	4	""	""	""	""	353	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12576"	822	16234796	1	3	"0"	"13,25"	"36,5"	"97,75"	353	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12577"	822	16234981	3	4	""	""	""	""	354	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12578"	822	16234982	3	4	"0"	"37,75"	"86,25"	"99,25"	354	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12579"	822	16235167	2	5	""	""	""	""	355	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12580"	822	16235168	3	5	"0,25"	"74,75"	"99,5"	"98,5"	355	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12581"	822	16235353	2	5	""	""	""	""	356	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12582"	822	16235354	2	5	"0"	"90"	"77"	"98,5"	356	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12583"	822	16235539	2	4	""	""	""	""	357	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12584"	822	16235540	2	3	"0,5"	"8"	"51,5"	"98"	357	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12585"	822	16235725	3	4	""	""	""	""	358	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12586"	822	16235726	3	4	"0,25"	"41,25"	"91,75"	"98"	358	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12587"	822	16235911	4	4	""	""	""	""	359	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12588"	822	16235912	3	4	"0"	"33,25"	"87,75"	"98"	359	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12589"	822	16236097	4	4	""	""	""	""	360	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12590"	822	16236098	3	4	"0"	"30,25"	"99,5"	"97,75"	360	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12591"	822	16236283	4	4	""	""	""	""	361	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12592"	822	16236284	1	4	"0"	"36,75"	"32,75"	"98,75"	361	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12593"	822	16236469	4	5	""	""	""	""	362	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12594"	822	16236470	2	4	"0"	"48,5"	"72"	"98,5"	362	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12595"	822	16236655	4	5	""	""	""	""	363	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12596"	822	16236656	2	4	"1,5"	"48"	"51"	"98,5"	363	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12597"	822	16236841	2	3	""	""	""	""	364	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12598"	822	16236842	3	3	"0,25"	"17,5"	"99,5"	"98,75"	364	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12599"	822	16237027	3	3	""	""	""	""	365	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12600"	822	16237028	3	3	"0"	"11"	"99,75"	"99,25"	365	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12601"	822	16237213	3	3	""	""	""	""	366	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12602"	822	16237214	3	4	"2,25"	"56"	"96"	"98,75"	366	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12603"	822	16237399	3	4	""	""	""	""	297	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12604"	822	16237400	2	3	"5"	"5"	"64"	"98,5"	297	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12605"	822	16237585	3	3	""	""	""	""	298	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12606"	822	16237586	2	4	"0"	"57,75"	"71,75"	"100"	298	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12607"	822	16237771	3	4	""	""	""	""	281	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12608"	822	16237772	3	5	"0,25"	"94"	"98,5"	"98,25"	281	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12609"	822	16237957	4	5	""	""	""	""	282	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12610"	822	16237958	3	4	"2"	"53,75"	"85,5"	"100"	282	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12611"	822	16238143	3	5	""	""	""	""	283	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12612"	822	16238144	3	4	"1,5"	"37"	"93,5"	"98,5"	283	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12613"	822	16238329	4	5	""	""	""	""	284	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12614"	822	16238330	3	5	"1,75"	"79,25"	"99,75"	"99,5"	284	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12615"	822	16238515	4	4	""	""	""	""	285	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12616"	822	16238516	2	4	"1,5"	"30,25"	"72,5"	"99"	285	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12617"	822	16238701	2	4	""	""	""	""	286	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12618"	822	16238702	2	3	"2,5"	"4,5"	"40,25"	"98,75"	286	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12619"	822	16238887	4	3	""	""	""	""	287	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12620"	822	16238888	3	3	"1,25"	"14,75"	"91,75"	"98,75"	287	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12621"	822	16239073	4	4	""	""	""	""	288	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12622"	822	16239074	2	5	"2,5"	"78,75"	"65,75"	"98,75"	288	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12623"	822	16239259	5	4	""	""	""	""	289	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12624"	822	16239260	3	4	"3,25"	"40,75"	"96,5"	"98,75"	289	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12625"	822	16239445	4	4	""	""	""	""	290	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12626"	822	16239446	2	4	"2,5"	"34,5"	"59"	"98,75"	290	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12627"	822	16239631	4	4	""	""	""	""	291	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12628"	822	16239632	3	5	"2,75"	"81"	"81,25"	"98,25"	291	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12629"	822	16239817	3	4	""	""	""	""	292	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12630"	822	16239818	2	5	"4,5"	"75,5"	"54,75"	"98,5"	292	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12631"	822	16240003	3	5	""	""	""	""	293	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12632"	822	16240004	3	4	"1,25"	"33,25"	"82"	"99"	293	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12633"	822	16240189	4	4	""	""	""	""	294	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12634"	822	16240190	3	5	"2,25"	"79,5"	"100"	"98"	294	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12635"	822	16240375	4	4	""	""	""	""	295	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12636"	822	16240376	2	3	"1,25"	"5,5"	"52,75"	"99"	295	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12637"	822	16240561	3	4	""	""	""	""	296	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12638"	822	16240562	2	4	"2"	"46,5"	"69,75"	"98,75"	296	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12639"	822	16240747	3	4	""	""	""	""	320	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12640"	822	16240748	3	4	"2,25"	"34,5"	"93,75"	"99"	320	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12641"	822	16240933	3	4	""	""	""	""	321	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12642"	822	16240934	2	4	"1"	"45"	"70,75"	"98,5"	321	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12643"	822	16241119	3	4	""	""	""	""	299	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"12644"	822	16241120	3	4	"1"	"50,25"	"83,25"	"98,5"	299	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
