"","scenario","type","method1","method2","distance","pValue"
"237","286","IMPACT","center","weighted",2.553,NA
"238","286","OCCURRENCE","center","weighted",2.0626,NA
"239","286","IMPACT","center","pooling",17.8457,NA
"240","286","OCCURRENCE","center","pooling",18.163,NA
"241","286","IMPACT","centertogrid","reachedgrid",3.4639,NA
"242","286","OCCURRENCE","centertogrid","reachedgrid",1.881,NA
"243","286","IMPACT","centertogrid","weighted",5.3223,NA
"244","286","OCCURRENCE","centertogrid","weighted",5.0786,NA
"245","286","IMPACT","centertogrid","pooling",16.7968,NA
"246","286","OCCURRENCE","centertogrid","pooling",18.3842,NA
"247","286","IMPACT","reachedgrid","weighted",5.0854,NA
"248","286","OCCURRENCE","reachedgrid","weighted",5.1469,NA
"249","286","IMPACT","reachedgrid","pooling",19.8595,NA
"250","286","OCCURRENCE","reachedgrid","pooling",16.9156,NA
"251","286","IMPACT","weighted","pooling",19.8713,NA
"252","286","OCCURRENCE","weighted","pooling",16.7586,NA
"253","289","IMPACT","classic","area",6.9754,NA
"254","289","OCCURRENCE","classic","area",6.9433,NA
"255","289","IMPACT","classic","center",5.5,NA
"256","289","OCCURRENCE","classic","center",8.9835,NA
"257","289","IMPACT","classic","centertogrid",3.5294,NA
"258","289","OCCURRENCE","classic","centertogrid",8.2353,NA
"259","289","IMPACT","classic","reachedgrid",3.8633,NA
"260","289","OCCURRENCE","classic","reachedgrid",7.8256,NA
"261","289","IMPACT","classic","weighted",6.0414,NA
"262","289","OCCURRENCE","classic","weighted",7.5916,NA
"263","289","IMPACT","classic","pooling",18.3156,NA
"264","289","OCCURRENCE","classic","pooling",19.5097,NA
"265","289","IMPACT","area","center",5.3196,NA
"266","289","OCCURRENCE","area","center",3.1674,NA
"267","289","IMPACT","area","centertogrid",6.8301,NA
"268","289","OCCURRENCE","area","centertogrid",5.3511,NA
"269","289","IMPACT","area","reachedgrid",4.9656,NA
"270","289","OCCURRENCE","area","reachedgrid",5.2333,NA
"271","289","IMPACT","area","weighted",1.9516,NA
"272","289","OCCURRENCE","area","weighted",0.9368,NA
"273","289","IMPACT","area","pooling",21.7689,NA
"274","289","OCCURRENCE","area","pooling",20.0474,NA
"275","289","IMPACT","center","centertogrid",4.7574,NA
"276","289","OCCURRENCE","center","centertogrid",4.3327,NA
"277","289","IMPACT","center","reachedgrid",6.0617,NA
"278","289","OCCURRENCE","center","reachedgrid",4.5419,NA
"279","289","IMPACT","center","weighted",3.5679,NA
"280","289","OCCURRENCE","center","weighted",2.4081,NA
"281","289","IMPACT","center","pooling",17.4597,NA
"282","289","OCCURRENCE","center","pooling",19.6058,NA
"283","289","IMPACT","centertogrid","reachedgrid",3.8633,NA
"284","289","OCCURRENCE","centertogrid","reachedgrid",1.208,NA
"285","289","IMPACT","centertogrid","weighted",5.8459,NA
"286","289","OCCURRENCE","centertogrid","weighted",5.1666,NA
"287","289","IMPACT","centertogrid","pooling",19.1887,NA
"288","289","OCCURRENCE","centertogrid","pooling",19.7026,NA
"289","289","IMPACT","reachedgrid","weighted",4.9368,NA
"290","289","OCCURRENCE","reachedgrid","weighted",5.1116,NA
"291","289","IMPACT","reachedgrid","pooling",22.0886,NA
"292","289","OCCURRENCE","reachedgrid","pooling",20.434,NA
"293","289","IMPACT","weighted","pooling",20.2537,NA
"294","289","OCCURRENCE","weighted","pooling",20.2024,NA
"295","295","IMPACT","classic","area",7.5107,NA
"296","295","OCCURRENCE","classic","area",8.408,NA
"297","295","IMPACT","classic","center",5.3733,NA
"298","295","OCCURRENCE","classic","center",8.1747,NA
"299","295","IMPACT","classic","centertogrid",3.8356,NA
"300","295","OCCURRENCE","classic","centertogrid",7.3973,NA
"301","295","IMPACT","classic","reachedgrid",5.863,NA
"302","295","OCCURRENCE","classic","reachedgrid",6.5687,NA
"303","295","IMPACT","classic","weighted",7.4045,NA
"304","295","OCCURRENCE","classic","weighted",7.5503,NA
"305","295","IMPACT","classic","pooling",12.1865,NA
"306","295","OCCURRENCE","classic","pooling",11.7373,NA
"307","295","IMPACT","area","center",4.4547,NA
"308","295","OCCURRENCE","area","center",1.3639,NA
"309","295","IMPACT","area","centertogrid",6.607,NA
"310","295","OCCURRENCE","area","centertogrid",4.8131,NA
"311","295","IMPACT","area","reachedgrid",5.0621,NA
"312","295","OCCURRENCE","area","reachedgrid",4.9509,NA
