"","scenario","type","group","method","impact_Median","impact_StandardDeviation","impact_Mean","impact_FirstQuartile","impact_ThirdQuartile","impact_InterquartileRange","impact_Minimum","impact_Maximum","impact_Range","occurrence_Median","occurrence_StandardDeviation","occurrence_Mean","occurrence_FirstQuartile","occurrence_ThirdQuartile","occurrence_InterquartileRange","occurrence_Minimum","occurrence_Maximum","occurrence_Range"
"1326","292","Chance","non core team","graphic center",75.75,17.5,71.66,64.78,82.72,17.94,16.12,93.25,77.12,58.38,21.06,60.32,47.56,80.06,32.5,13,91.88,78.88
"1327","292","Chance","non core team","graphic grid reached",70,21.28,68.65,50,90,40,10,90,80,70,23.12,59.86,50,70,20,10,90,80
"1328","292","Chance","non core team","graphic areas",73.5,20.35,68.92,57,84.25,27.25,4.5,100,95.5,61.12,20.66,61,47.75,78.25,30.5,1.5,97.25,95.75
"1329","292","Chance","non core team","weighted",75.25,18.96,71.11,60.5,85.25,24.75,4.5,100,95.5,60.75,20.61,60.99,48,78.5,30.5,1.5,97.25,95.75
"1330","292","Chance","non core team","pooling ",79.67,0.3,79.67,79.47,79.87,0.4,78.78,80.57,1.79,56.41,0.2,56.41,56.28,56.55,0.27,55.8,57.02,1.22
"1331","293","Chance","non core team","classic",70,15.67,72.94,70,90,20,30,90,60,70,16.69,70.59,70,90,20,30,90,60
"1332","293","Chance","non core team","graphic center to grid",70,19.03,71.18,55,90,35,10,90,80,70,22.97,67.65,50,90,40,10,90,80
"1333","293","Chance","non core team","graphic center",75.5,19.07,70.5,58.75,84.84,26.09,11.25,95.5,84.25,71.44,20.1,66.94,52.28,84.03,31.75,15.12,90.88,75.75
"1334","293","Chance","non core team","graphic grid reached",70,22.63,67.01,50,90,40,10,90,80,70,21.47,65.24,50,90,40,10,90,80
"1335","293","Chance","non core team","graphic areas",69.75,22.53,65.21,51.75,83,31.25,1.25,100,98.75,69.75,21.56,65.76,52.25,83.25,31,1,100,99
"1336","293","Chance","non core team","weighted",73.25,20.71,69.05,57,85,28,1.25,100,98.75,71.25,20.29,67.75,55,84,29,1,100,99
"1337","293","Chance","non core team","pooling ",76.83,0.32,76.83,76.62,77.05,0.44,75.86,77.81,1.94,72.29,0.26,72.29,72.12,72.47,0.35,71.51,73.08,1.57
"1338","294","Chance","non core team","classic",90,18.45,75.37,70,90,20,30,90,60,70,17.86,70.98,70,90,20,10,90,80
"1339","294","Chance","non core team","graphic center to grid",70,15.82,74.39,70,90,20,30,90,60,90,22.9,73.9,70,90,20,10,90,80
"1340","294","Chance","non core team","graphic center",77.12,14.65,74.04,69,84.88,15.88,26.88,93.12,66.25,80.62,20.85,72.08,69.5,85.88,16.38,11.25,93.62,82.38
"1341","294","Chance","non core team","graphic grid reached",70,20.89,69.32,50,90,40,10,90,80,70,22.79,70.29,70,90,20,10,90,80
"1342","294","Chance","non core team","graphic areas",73.25,20.75,69.05,58,85,27,2.25,100,97.75,76.5,23.09,68.9,55.25,86,30.75,2,100,98
"1343","294","Chance","non core team","weighted",76.5,17.31,73.03,62.75,86.25,23.5,2.25,100,97.75,78.25,22.67,70.21,59.75,86.5,26.75,2,100,98
"1344","294","Chance","non core team","pooling ",75.11,0.18,75.11,74.99,75.24,0.25,74.57,75.66,1.1,81.3,0.22,81.3,81.15,81.45,0.3,80.63,81.96,1.33
"1345","295","Risiko","non core team","classic",70,14.59,66.67,50,70,20,30,90,60,70,14.84,64.29,50,70,20,30,90,60
"1346","295","Risiko","non core team","graphic center to grid",70,16.5,70.95,55,90,35,30,90,60,70,19.87,60.48,50,70,20,10,90,80
"1347","295","Risiko","non core team","graphic center",70.25,15.88,69.62,60.38,81.97,21.59,27,93.38,66.38,61.69,18.91,60.59,48.09,76.72,28.62,11,89.88,78.88
"1348","295","Risiko","non core team","graphic grid reached",70,20.68,66.36,50,90,40,10,90,80,70,20.54,62.5,50,70,20,10,90,80
"1349","295","Risiko","non core team","graphic areas",68,20.19,65.45,52.25,81.38,29.12,1.25,100,98.75,63.75,20.57,61.61,48,78.5,30.5,1,100,99
"1350","295","Risiko","non core team","weighted",70.25,18.97,67.82,55.75,82.5,26.75,1.25,100,98.75,64.5,18.94,62.92,49.5,79,29.5,1,100,99
"1351","295","Risiko","non core team","pooling ",73.32,0.42,73.32,73.04,73.6,0.57,72.06,74.58,2.52,60.66,0.18,60.66,60.54,60.79,0.25,60.11,61.22,1.11
"1352","296","Risiko","non core team","classic",70,13.61,61.28,50,70,20,30,90,60,50,15.55,57.18,50,70,20,30,90,60
"1353","296","Risiko","non core team","graphic center to grid",50,21.68,63.33,50,90,40,10,90,80,50,23.3,47.95,30,70,40,10,90,80
"1354","296","Risiko","non core team","graphic center",59.38,19.95,63.58,49.06,81.06,32,19.38,94.25,74.88,48.62,22.57,48.5,28.81,68.94,40.12,7.75,86.75,79
"1355","296","Risiko","non core team","graphic grid reached",70,23.38,60.11,50,70,20,10,90,80,50,24.98,49.74,30,70,40,10,90,80
"1356","296","Risiko","non core team","graphic areas",58.75,21.33,58.78,43.5,76,32.5,2,99.75,97.75,50.75,21.91,49.47,31.5,68,36.5,1.25,91.25,90
"1357","296","Risiko","non core team","weighted",61.25,20.96,61.18,45.75,78.75,33,2,99.75,97.75,51.75,22.28,50.01,31.25,69,37.75,1.25,91.25,90
"1358","296","Risiko","non core team","pooling ",75.76,0.35,75.76,75.52,75.99,0.47,74.72,76.8,2.08,46.68,0.2,46.68,46.54,46.82,0.27,46.07,47.29,1.22
"1359","297","Chance","non core team","classic",70,18.74,67.07,50,90,40,30,90,60,70,16.67,66.59,50,70,20,30,90,60
"1360","297","Chance","non core team","graphic center to grid",70,23.32,67.56,50,90,40,10,90,80,70,23.25,64.63,50,90,40,10,90,80
"1361","297","Chance","non core team","graphic center",69.62,21.06,66.77,53.62,84.5,30.88,14.5,93.5,79,70.38,21.2,65.12,48.62,84,35.38,19,94.5,75.5
"1362","297","Chance","non core team","graphic grid reached",70,23.75,62.29,50,90,40,10,90,80,70,23.66,63.03,50,90,40,10,90,80
"1363","297","Chance","non core team","graphic areas",63.5,23.38,61.57,46.75,81.75,35,3.75,100,96.25,67.5,23.34,63.04,46.5,83.5,37,1.5,100,98.5
"1364","297","Chance","non core team","weighted",67.25,22.72,64.57,50.5,83.75,33.25,3.75,100,96.25,70,21.89,65.34,48.75,84.5,35.75,1.5,100,98.5
"1365","297","Chance","non core team","pooling ",76.86,0.29,76.86,76.67,77.06,0.39,76,77.73,1.73,61.36,0.21,61.36,61.22,61.5,0.29,60.72,62,1.28
"1366","298","Risiko","non core team","classic",50,20.19,51.46,30,70,40,10,90,80,50,19.8,43.17,30,50,20,10,70,60
"1367","298","Risiko","non core team","graphic center to grid",50,26.72,52,30,70,40,10,90,80,30,17.86,29.02,10,50,40,10,70,60
"1368","298","Risiko","non core team","graphic center",49.75,24.66,51.76,35.88,68.25,32.38,10.62,93.5,82.88,23.62,17.49,28.66,12.5,46.12,33.62,3.5,62.38,58.88
"1369","298","Risiko","non core team","graphic grid reached",50,25.12,49.29,30,70,40,10,90,80,30,21.66,32.12,10,50,40,10,90,80
"1370","298","Risiko","non core team","graphic areas",48,24.07,48.95,30.75,65.75,35,0,100,100,30,21.33,34.11,15.62,50.25,34.62,0,94.25,94.25
"1371","298","Risiko","non core team","weighted",48.75,24.83,49.91,31,67.75,36.75,0,100,100,25.25,19.44,30.63,14,47.25,33.25,0,94.25,94.25
"1372","298","Risiko","non core team","pooling ",52.96,0.27,52.96,52.78,53.15,0.36,52.16,53.77,1.61,33.27,0.2,33.27,33.13,33.4,0.27,32.67,33.86,1.18
"1373","299","Risiko","non core team","classic",50,18.12,58.37,50,70,20,10,90,80,50,18.8,45.81,30,50,20,10,90,80
"1374","299","Risiko","non core team","graphic center to grid",70,19.63,61.63,50,70,20,30,90,60,30,22.4,40.7,30,50,20,10,90,80
